,Reputation,AccountId,has_website,account_age_days,AboutMe_Word_Count,AboutMe_Sentiment
129,531,90696,True,4957,30,0.35714285714285715
130,191,2031,True,3776,0,0.0
131,101,11763,True,378,4,0.0
132,151,14386,True,2423,52,0.24166666666666667
133,953,49543,False,5142,32,0.0
134,376,7349,False,5077,21,0.0666666666666667
135,203,92921,True,5101,0,0.0
136,1780,2114,True,3685,5,0.0
137,316,519737,False,32,0,0.0
138,277,2407,True,2416,14,0.0
139,7856,9022,True,3975,48,-0.13333333333333333
140,175,849803,True,69,9,0.0
141,66,849804,True,4,0,0.0
142,265,18437,True,4280,6,0.0
143,175,25224,False,1654,0,0.0
144,173,9908,True,5040,6,0.0
145,141,25621,False,1633,0,0.0
146,616,97506,True,3313,0,0.0
147,101,25031,True,33,0,0.0
148,161,28777,False,8,3,0.0
149,1091,27431,True,4796,26,0.4
150,309,589,True,2928,0,0.0
151,2400,6636,True,2533,0,0.0
152,101,16316,True,2650,6,0.0
153,86,849805,False,99,0,0.0
154,171,26829,True,4428,0,0.0
155,101,62488,True,0,53,0.11393939393939397
156,101,31143,True,4529,36,0.40625
157,208,849806,False,42,0,0.0
158,433,13872,True,1380,0,0.0
159,661,505005,True,2684,0,0.0
160,101,80623,False,2872,0,0.0
161,29974,34335,True,5119,58,-0.07777777777777779
162,221,21,True,2845,62,0.10000000000000002
163,101,32992,True,2113,0,0.0
164,101,37283,True,1381,0,0.0
165,665,14471,True,4800,79,0.3296296296296296
166,1382,519738,False,4226,0,0.0
167,101,90368,False,2407,0,0.0
168,101,9443,True,193,23,0.0
169,566,886290,True,21,0,0.0
170,91,93298,False,17,0,0.0
171,101,6460,True,188,27,0.5
172,416,37001,True,3754,5,0.0
173,81,849921,True,0,0,0.0
174,256,22115,False,2852,4,0.7
175,7385,11401,True,3341,6,0.0
176,113,10621,True,3634,51,0.36818181818181817
177,273,124572,True,4378,34,0.39166666666666666
178,101,97573,True,3220,42,0.07232142857142856
179,186,519739,True,32,0,0.0
180,513,519740,True,83,7,0.0
181,24680,7892,True,5257,6,0.4
182,101,404347,False,236,0,0.0
183,279,61266,True,2632,241,0.11644736842105263
184,106,849899,False,1,0,0.0
185,525,13442,True,3325,12,0.1
186,21,886289,True,0,0,0.0
187,281,20383,True,3266,0,0.0
188,631,59890,True,4817,22,0.1
189,101,2725,True,0,4,0.0
190,161,70028,True,2788,0,0.0
191,165,519742,True,7,17,0.17045454545454544
192,171,5872,True,4601,0,0.0
193,101,3885,True,0,10,0.35
194,675,1416,False,3456,0,0.0
195,233,849808,True,7,9,0.0
196,4883,59577,True,4200,0,0.0
197,196,849809,True,6,39,0.0
198,167,849810,True,5,178,0.2681318681318681
199,101,3886,True,3436,3,-0.25
200,101,8011,True,4001,40,0.325
201,699,10759,False,5017,63,0.21994949494949498
202,101,83131,True,286,1,0.0
203,101,8112,True,4815,27,0.5
204,1438,519743,True,51,12,0.0
205,151,51415,True,3061,0,0.0
206,41,519744,True,3,0,0.0
207,235,17419,True,4451,2,-0.1
208,3397,60688,True,4779,0,0.0
209,293,3006,False,4341,0,0.0
210,579,849943,False,3,0,0.0
211,145,886291,True,0,0,0.0
212,231,849944,True,15,0,0.0
213,192,11560,False,4251,0,0.0
214,91,91678,False,4990,0,0.0
215,101,33547,True,2938,0,0.0
216,101,2960,True,4765,18,0.0
217,101,1987,True,0,2,0.0
218,101,29938,False,3051,19,0.0
219,101,1171,True,61,0,0.0
220,101,32113,True,3184,20,-0.4
221,101,4511,True,4731,37,0.0
222,484,98173,True,4602,0,0.0
223,101,13853,False,3524,9,0.5
224,23982,36724,False,5028,0,0.0
225,101,16257,False,3812,0,0.0
226,271,17539,True,3677,48,0.25
227,447,60385,False,4709,0,0.0
228,201,11857,True,2,0,0.0
229,676,35346,True,1774,30,0.75
230,101,27893,True,0,0,0.0
231,101,81803,True,3065,2,0.0
232,101,30420,True,4309,23,0.0
233,330,19078,True,4053,15,0.0
234,17364,4169,False,4458,0,0.0
235,815,519745,True,3825,0,0.0
236,121,2,True,3972,34,0.25
237,101,32917,False,3346,38,0.06818181818181818
238,101,3,True,3637,34,-0.06666666666666665
239,1288,34933,True,3987,60,0.2537878787878788
240,8693,198,True,2167,8,0.0
241,101,4188,True,2245,12,0.7
242,688,45805,True,1734,4,0.0
243,101,21721,True,3744,17,0.1
244,1375,77247,False,2997,0,0.0
245,143,1998,True,4017,10,0.25
246,143,103001,False,4135,0,0.0
247,101,9060,True,2995,0,0.0
248,924,2260,False,3808,0,0.0
249,1456,40606,False,3939,33,-0.25
250,692,2193,True,292,16,0.5
251,2413,137440,False,4613,0,0.0
252,101,13974,True,2953,0,0.0
253,101,48458,True,2997,49,0.25
254,101,33112,True,4913,11,0.5
255,133,196543,True,3189,25,-0.024999999999999994
256,614,57114,False,3842,0,0.0
257,101,40329,True,1567,1,0.0
258,111,177309,True,4870,88,0.25
259,101,17646,False,284,0,0.0
260,779,114840,False,3200,5,0.0
261,378,174252,False,4939,0,0.0
262,101,442,True,2440,27,-0.15
263,895,30772,True,3899,21,0.006249999999999999
264,698,33660,False,1281,34,0.4
265,323,28352,False,3028,0,0.0
266,10034,25916,False,4963,7,0.0
267,101,2829,False,185,0,0.0
268,878,48965,True,4019,27,0.35
269,1036,69872,True,4035,2,0.0
270,211,20149,True,13,10,0.5
271,1281,5415,True,4947,0,0.0
272,211,24384,True,3496,13,0.16666666666666666
273,53,117597,True,56,0,0.0
274,101,57525,True,4451,0,0.0
275,101,10799,True,4716,48,-0.225
276,221,22256,True,3840,7,0.0
277,101,14066,True,7,6,0.25
278,6581,158513,False,4009,0,0.0
279,885,10611,True,3524,0,0.0
280,159,3982,True,4966,5,0.0
281,213,32913,True,939,80,0.1
282,226,331,True,3847,139,-0.018910256410256416
283,1385,2497,True,4643,24,0.5166666666666667
284,161,11237,True,3053,46,0.18181818181818182
285,256,11848,True,4439,41,0.21428571428571427
286,3602,4,True,4977,116,0.16249999999999998
287,1727,1,True,2564,52,0.25
288,966,52241,True,4810,13,-0.16666666666666666
289,646,477985,True,4337,27,-0.13333333333333333
290,101,7416,True,4259,13,0.014583333333333323
291,709,17881,False,4615,109,0.07685185185185185
292,459,505136,False,2192,0,0.0
293,101,42094,True,1821,39,0.13434343434343432
294,231,73849,False,683,0,0.0
295,153,4052,True,3031,59,0.2518939393939394
296,859,35640,True,794,0,0.0
297,101,87273,False,4470,9,0.0
298,151,9399,True,4976,2,0.0
299,2842,25331,True,4942,24,0.25
300,241,519746,True,14,5,-0.25
301,716,66671,False,3992,0,0.0
302,211,10702,True,1641,0,0.0
303,101,67425,True,35,32,0.2708333333333333
304,101,47635,True,1363,9,0.0
305,141,55,True,3694,35,-0.033333333333333326
306,101,879,False,1845,40,0.3666666666666667
307,101,4408,True,2239,2,0.0
308,111,337769,False,3806,0,0.0
309,100,17018,True,3252,4,1.0
310,101,53121,True,2391,0,0.0
311,396,19554,False,1697,0,0.0
312,489,95720,True,2848,13,0.0
313,355,114368,False,3635,0,0.0
314,101,70173,False,3750,0,0.0
315,147,3246,False,3516,0,0.0
316,777,116650,False,3489,38,0.14
317,136,71581,False,547,0,0.0
318,101,29738,True,4008,31,0.02878787878787879
319,205,19220,False,4836,0,0.0
320,101,84074,False,1196,0,0.0
321,321,64730,False,428,0,0.0
322,121,1349,True,3908,47,0.2
323,101,29454,False,4319,0,0.0
324,198,35585,False,4778,1,0.0
325,101,35560,True,235,11,0.4
326,101,109808,True,2240,8,0.0
327,131,8492,False,154,2,0.0
328,324,50299,False,4470,18,0.0
329,181,33823,False,2256,0,0.0
330,101,8603,False,4003,2,0.0
331,101,41479,True,0,111,0.016666666666666663
332,2281,154006,False,1811,0,0.0
333,101,39255,False,4538,0,0.0
334,685,24017,True,3206,19,-0.0875
335,211,67648,True,3351,35,0.22569444444444442
336,351,147663,True,3340,0,0.0
337,101,1573,False,106,0,0.0
338,907,97153,True,4254,90,0.06875
339,1003,17239,False,1746,117,0.14583333333333334
340,101,29965,True,3328,10,0.0
341,101,4431,True,1801,0,0.0
342,119,143097,False,156,0,0.0
343,101,17631,False,4355,0,0.0
344,101,109,True,3673,50,0.11111111111111112
345,395,32368,True,3554,4,0.0
346,2936,22965,False,5042,0,0.0
347,151,199593,True,515,0,0.0
348,101,20076,True,2745,53,0.1
349,101,9321,True,408,66,0.1625
350,1114,17440,True,4607,67,0.08333333333333334
351,444,23114,True,4649,16,0.25
352,393,65332,True,2679,0,0.0
353,101,7311,False,2379,0,0.0
354,221,159872,False,3597,5,0.0
355,258,69343,False,4774,15,0.0
356,563,14192,True,4880,0,0.0
357,301,114377,True,3580,4,0.0
358,4114,74379,False,1286,0,0.0
359,181,35995,True,4516,0,0.0
360,2564,1705,False,4984,33,0.0
361,101,26683,True,1049,1,0.0
362,3517,69030,True,1317,25,0.1416666666666667
363,101,414069,False,279,88,0.16874999999999998
364,21,519747,False,0,0,0.0
365,3229,3110,True,4748,22,-0.05
366,101,57085,True,3282,52,0.155
367,101,18188,True,4323,4,-0.05
368,100,36391,False,3304,0,0.0
369,653,17972,True,4271,9,0.0
370,101,27307,True,1287,0,0.0
371,101,21667,True,3574,65,0.05833333333333334
372,101,68456,False,909,0,0.0
373,101,1162,False,62,4,0.0
374,233,9211,True,0,5,0.0
375,446,5024,True,2520,16,0.4166666666666667
376,101,23361,False,2580,10,0.0
377,101,98,True,4148,0,0.0
378,101,2637,True,1812,29,0.6
379,101,910,False,120,21,-0.25
380,176,180023,True,3920,31,0.0
381,101,15462,False,3240,4,0.0
382,101,908,True,308,12,0.5
383,101,29962,False,3526,0,0.0
384,101,1248,True,1638,17,0.08333333333333333
385,101,1015,True,2675,15,0.0
386,221,9245,True,3608,372,0.13950980392156861
387,101,73851,True,3029,9,0.0
388,101,80270,True,4497,0,0.0
389,404,86845,True,3339,18,0.0
390,135,27436,True,12,10,0.5
391,101,46881,False,0,6,0.0
392,101,63412,True,0,9,0.0
393,101,10779,True,0,2,0.5
394,101,33908,True,3785,4,0.0
395,101,9264,True,35,18,0.0
396,101,2060,True,1420,54,0.475
397,101,14962,True,2342,0,0.0
398,151,1374,True,4423,0,0.0
399,101,34205,True,0,0,0.0
400,101,63544,True,2427,2,0.0
401,101,15840,True,2264,173,0.24066416040100252
402,101,9960,True,453,3,0.0
403,141,14782,True,2236,20,0.5
404,101,2505,True,4946,5,0.0
405,101,7848,True,1240,29,0.22435897435897437
406,101,950,True,2451,24,0.5
407,101,7809,True,468,24,0.0
408,101,17542,False,8,0,0.0
409,101,7813,False,3846,0,0.0
410,101,33997,True,11,12,0.0
411,784,114551,True,1534,26,-0.25
412,103,2308,True,4628,10,0.0
413,331,2483,True,1073,7,0.0
414,131,30818,True,395,0,0.0
415,101,1862,False,285,0,0.0
416,101,87389,False,2966,2,0.0
417,195,1169,True,4463,26,0.0
418,101,32623,True,3543,0,0.0
419,101,17559,True,3249,15,0.4
420,193,55284,False,2590,17,0.0
421,186,70183,False,4855,7,0.0
422,437,24607,False,3862,0,0.0
423,169,34860,True,0,0,0.0
424,101,26251,True,4509,4,0.0
425,101,22812,True,4932,0,0.0
426,3983,27080,False,4985,0,0.0
427,179,3047,False,2343,8,0.1
428,651,59570,True,3666,35,0.21
429,1128,159604,False,56,5,0.1
430,101,28402,False,0,0,0.0
431,101,37099,False,4961,46,0.125
432,101,7760,True,3813,11,-0.5
433,101,10609,True,3927,3,0.0
434,101,1433,True,2164,65,-0.0888888888888889
435,101,23951,True,2415,12,0.0
436,101,12,True,3522,98,0.3
437,173,10522,False,4899,0,0.0
438,101,7598,True,3820,76,0.10833333333333334
439,121,103587,True,4479,6,0.0
440,101,139591,True,84,0,0.0
441,101,476,True,152,0,0.0
442,101,48120,True,676,24,0.5
443,101,1126,True,3736,64,0.25
444,101,10451,True,3912,23,1.0
445,131,24921,True,862,0,0.0
446,353,37358,False,3719,68,0.11666666666666665
447,101,17919,True,3309,7,0.0
448,101,1265,False,404,38,0.0
449,414,11068,True,3791,5,0.0
450,101,20308,True,154,0,0.0
451,101,41581,False,901,0,0.0
452,173,24461,True,2905,3,0.0
453,642,26682,True,4932,36,-0.0625
454,101,4028,True,864,40,0.17947330447330445
455,101,164676,True,20,1,0.0
456,2889,23033,False,3942,0,0.0
457,101,110463,False,2519,5,0.0
458,101,10974,True,2562,19,0.0
459,135,23448,True,1357,6,0.0
460,101,8499,True,3470,11,0.0
461,101,30418,True,2096,9,0.0
462,325,17611,False,4262,0,0.0
463,221,99787,True,1244,1,0.0
464,101,35077,False,3022,6,0.6
465,101,55605,False,2107,57,0.2278409090909091
466,101,4400,True,3225,23,0.0
467,101,27824,True,4038,11,0.25
468,101,74184,False,4857,5,0.0
469,101,28118,True,2711,0,0.0
470,101,31433,False,0,0,0.0
471,317,30799,False,2914,18,0.0
472,101,4171,True,2113,5,0.0
473,101,54001,True,0,7,0.16666666666666669
474,57070,9368,True,4007,16,0.0
475,101,9958,True,0,12,0.5
476,293,26061,False,2440,0,0.0
477,111,31496,True,0,118,0.15
478,101,44193,False,3325,17,0.0
479,5005,1706,True,3413,0,0.0
480,5829,14220,True,3271,39,-0.062499999999999986
481,101,1170,True,2750,75,0.10393939393939396
482,101,73280,True,4493,1,0.0
483,291,30859,True,4898,10,0.0
484,101,25016,True,4234,0,0.0
485,243,9458,True,3384,0,0.0
486,101,30234,False,4581,0,0.0
487,539,52109,True,3303,0,0.0
488,101,47754,False,94,0,0.0
489,1357,317,True,4890,104,0.24204545454545456
490,183,9409,True,4884,38,0.0
491,101,392,True,132,15,-0.08333333333333333
492,101,1577,False,0,11,0.0875
493,311,64940,True,4100,5,0.0
494,283,203,True,2568,51,0.2
495,411,42117,False,2630,146,0.1357142857142857
496,193,849834,False,21,0,0.0
497,101,4244,False,3152,14,0.25
498,101,13917,True,187,2,0.0
499,101,26976,True,355,5,0.0
500,101,69692,True,17,5,0.0
501,101,43274,False,3403,0,0.0
502,469,2985,True,2446,10,0.0
503,101,203271,True,41,14,0.06250000000000003
504,101,18773,True,2902,1,0.0
505,101,11150,True,4143,20,0.225
506,329,301,True,4057,0,0.0
507,101,60175,True,3614,253,0.3054407713498623
508,101,17987,False,2138,0,0.0
509,101,48669,False,1596,2,0.0
510,101,27656,False,4104,44,-0.025
511,113,1135,False,4379,0,0.0
512,101,106446,True,4199,0,0.0
513,101,24841,True,0,10,0.0
514,143,138447,True,2972,0,0.0
515,101,614,False,201,0,0.0
516,191,2430,True,3813,0,0.0
517,101,74365,True,0,4,0.0
518,101,61600,False,1242,0,0.0
519,203,20061,True,4255,0,0.0
520,249,37673,False,4952,0,0.0
521,101,2265,True,3022,0,0.0
522,101,171685,True,1228,14,0.0
523,439,13614,False,3634,0,0.0
524,101,64053,True,141,14,0.0
525,825,51132,False,189,0,0.0
526,101,313,True,272,4,0.0
527,101,3965,True,272,13,0.0
528,141,4833,True,2312,4,0.0
529,101,175,True,3385,12,0.05555555555555555
530,183,84520,False,3868,0,0.0
531,173,152057,True,3992,0,0.0
532,221,849835,False,0,0,0.0
533,101,28949,False,48,16,0.0
534,101,17398,False,3824,0,0.0
535,101,25968,True,2289,0,0.0
536,111,4579,False,2751,0,0.0
537,101,18698,True,2443,149,0.061458333333333344
538,111,144728,True,4081,15,0.5
539,101,2215,False,3725,77,0.21517045454545453
540,153,42795,True,1221,4,0.25
541,101,14354,True,2363,5,0.0
542,95,39325,True,4830,0,0.0
543,101,28946,False,0,0,0.0
544,101,61635,False,1484,0,0.0
545,101,25557,True,4197,0,0.0
546,630,53437,False,3950,0,0.0
547,496,1269,True,3393,50,-0.2571428571428572
548,367,112647,False,1324,0,0.0
549,661,181629,False,952,0,0.0
550,101,32276,True,0,55,0.3625
551,101,1581,True,4745,30,0.43333333333333335
552,101,144656,False,0,0,0.0
553,101,324,True,353,7,0.0
554,101,49324,False,0,0,0.0
555,1999,48256,True,3759,50,0.17024410774410775
556,101,107524,True,0,11,0.0
557,293,7656,True,4110,1,0.0
558,263,29465,False,2164,0,0.0
559,173,3306,True,997,16,0.0
560,427,38702,False,3249,8,0.0
561,371,50122,False,3311,0,0.0
562,7575,519748,True,2534,1,0.0
563,385,3001,True,2749,2,0.0
564,101,212239,True,2564,48,0.1
565,951,11619,True,604,0,0.0
566,101,5749,False,1001,0,0.0
567,103,71486,True,2298,19,-0.1
568,101,15910,False,2975,0,0.0
569,1204,137023,True,2659,24,0.16666666666666666
570,101,132599,False,0,0,0.0
571,101,3896,True,0,9,0.0
572,101,115778,True,3054,11,-0.1875
573,101,185513,True,0,0,0.0
574,191,22617,False,4485,18,0.0
575,100,3244,False,3035,0,0.0
576,101,486919,False,4112,0,0.0
577,163,21171,True,3114,57,0.08418367346938775
578,243,29108,True,4351,0,0.0
579,101,13114,True,0,2,0.0
580,399,79053,True,4221,0,0.0
581,272,75308,True,4147,0,0.0
582,136,519749,False,2867,14,0.15625
583,101,34291,False,1013,184,0.2595520421607378
584,101,107594,True,3844,0,0.0
585,169,26369,True,3151,148,0.1409090909090909
586,101,27094,False,278,0,0.0
587,101,15651,True,4895,42,0.1875
588,121,118803,True,4285,10,0.0
589,5883,52354,False,4573,206,0.07647058823529411
590,166,110589,True,1994,6,0.0
591,113,3746,True,1643,60,-0.03333333333333334
592,19,519750,True,0,0,0.0
593,121,137267,False,4004,0,0.0
594,101,190934,True,4916,59,-0.058333333333333334
595,1299,9559,True,3520,18,0.0
596,133,176360,True,1602,0,0.0
597,61,519751,False,0,0,0.0
598,819,2728,False,4702,3,0.0
599,101,14129,True,4062,9,0.0
600,101,67565,True,3877,0,0.0
601,101,115230,True,2924,14,0.375
602,101,22496,False,2923,13,-0.125
603,101,31967,True,0,1,0.0
604,352,14871,True,3999,38,0.875
605,103,2281,True,385,9,0.13636363636363635
606,101,304,True,1671,75,0.0625
607,141,36779,True,160,6,0.0
608,101,5192,True,2730,46,0.11499999999999999
609,871,136262,True,4128,83,0.23030303030303034
610,101,1504,True,3576,6,0.0
611,101,28416,True,998,25,0.5
612,101,32264,True,3939,15,-0.0625
613,185,69057,True,3831,51,0.04914965986394557
614,30389,11120,True,4043,14,0.0
615,121,141196,False,3223,11,0.0
616,101,1044,True,3769,0,0.0
617,101,35406,False,1641,0,0.0
618,1,115949,False,3278,0,0.0
619,101,153818,True,0,64,0.2041666666666667
620,101,597,True,1790,23,0.0
621,61,499862,False,142,0,0.0
622,101,25817,False,4889,0,0.0
623,1048,172078,False,4975,0,0.0
624,111,117167,True,301,18,0.7
625,101,35169,True,0,6,-0.05
626,101,1898,False,1066,0,0.0
627,714,7840,True,3295,17,-0.012500000000000011
628,239,108321,False,4960,0,0.0
629,101,3423,False,1060,0,0.0
630,101,9163,False,3418,0,0.0
631,101,171032,False,4181,0,0.0
632,500,12619,False,4757,0,0.0
633,199,5093,True,4972,49,0.05
634,289,1012,True,4156,40,0.17812499999999998
635,101,3233,False,673,4,0.0
636,1168,188133,False,3326,0,0.0
637,101,66,True,528,8,0.0
638,101,30728,True,312,4,0.0
639,101,18236,True,2888,73,0.13068181818181818
640,101,42754,False,663,12,0.0
641,905,80035,False,3919,0,0.0
642,133,930,True,1681,13,0.0
643,101,118789,True,408,4,0.0
644,725,17167,False,2488,0,0.0
645,121,196338,True,4157,24,0.0
646,187,114151,True,2369,105,0.011282051282051286
647,253,3277,False,3165,0,0.0
648,101,47552,True,3876,16,0.12878787878787878
649,324,10610,False,5094,0,0.0
650,620,145847,False,317,0,0.0
651,101,63677,True,1722,21,0.0
652,101,25973,True,0,6,0.3
653,274,38571,True,4307,0,0.0
654,101,14763,False,2361,0,0.0
655,101,28216,False,0,23,0.5
656,101,13183,True,708,15,0.0
657,101,40898,False,3552,0,0.0
658,101,185992,True,0,30,0.0
659,229,180217,True,4923,0,0.0
660,293,26217,True,1832,18,0.03333333333333333
661,161,55510,False,3359,3,0.0
662,131,140962,True,1828,17,0.0
663,141,19507,False,1,0,0.0
664,101,93886,True,2771,10,0.375
665,101,171169,False,3154,68,0.1212962962962963
666,101,104315,False,2784,21,0.0
667,153,183040,True,1,27,0.125
668,5463,28347,False,4312,0,0.0
669,101,3712,True,3323,6,0.0
670,101,43216,False,2868,3,0.125
671,178,919,True,60,31,0.29
672,101,47943,True,3243,0,0.0
673,396,185145,False,3723,0,0.0
674,101,27736,False,2175,0,0.0
675,305,69289,True,3906,1,0.0
676,101,29291,True,2726,3,0.5
677,584,7455,True,4969,11,0.675
678,255,1787,True,861,0,0.0
679,1507,45630,True,1348,120,0.27619047619047615
680,101,65268,True,0,0,0.0
681,101,14123,True,0,7,0.0
682,101,8335,True,0,3,0.0
683,101,16689,False,370,9,0.5
684,1376,238697,False,4968,17,0.6
685,101,20792,False,2057,10,0.0
686,163,40322,True,3216,0,0.0
687,131,57428,True,4773,267,0.1472053872053872
688,101,32261,False,4970,0,0.0
689,101,528,True,3911,7,0.0
690,136,10917,False,1398,0,0.0
691,101,2287,True,0,4,0.0
692,101,47371,False,4969,0,0.0
693,5809,112001,True,4926,28,0.05
694,301,201668,False,2449,0,0.0
695,101,93527,True,0,156,0.1486111111111111
696,101,10046,True,4696,0,0.0
697,101,1886,False,0,21,0.2222222222222222
698,101,16323,True,3631,17,0.0
699,626,38791,True,2701,86,0.38
700,213,30669,True,2747,7,0.0
701,2236,140824,True,3910,60,0.06547619047619047
702,153,2013,True,3674,26,0.5
703,101,78549,True,4576,118,0.06666666666666667
704,101,22005,True,3758,6,0.5
705,101,10351,True,3305,7,0.0
706,197,100177,True,461,5,0.0
707,151,187911,False,1557,19,-0.125
708,101,9833,True,3,3,0.0
709,101,52436,True,3876,12,0.0
710,101,2913,False,70,0,0.0
711,101,45210,False,3803,0,0.0
712,101,172379,True,0,7,0.3904761904761904
713,101,18583,False,0,0,0.0
714,131,54988,True,4646,26,0.0
715,101,37976,True,401,0,0.0
716,101,16817,True,3702,5,0.0
717,101,8126,True,0,8,0.0
718,303,50706,False,4469,15,0.5
719,101,15188,False,1299,0,0.0
720,270,42963,False,4433,5,-0.1
721,101,24001,False,1101,0,0.0
722,101,65709,False,0,2,0.0
723,101,509,True,60,12,0.0
724,101,52341,True,2862,0,0.0
725,101,61066,True,2740,0,0.0
726,797,22986,False,2873,0,0.0
727,255,71658,False,3541,10,0.0
728,101,73822,True,147,4,0.0
729,101,22249,True,2772,2,0.0
730,301,3669,True,2812,5,0.0
731,101,16284,False,0,0,0.0
732,173,108555,True,93,0,0.0
733,351,69448,False,4656,0,0.0
734,499,519753,False,181,0,0.0
735,101,29834,False,240,0,0.0
736,181,2726,False,0,53,0.06666666666666667
737,101,79211,True,495,0,0.0
738,110,519754,True,4643,0,0.0
739,101,48273,False,2122,0,0.0
740,101,55133,False,0,7,0.0
741,285,996,True,4334,2,0.0
742,101,63058,False,3634,0,0.0
743,953,4177,True,4404,0,0.0
744,537,7733,False,3523,3,0.0
745,181,33790,True,4781,16,0.0
746,100,10806,True,4900,139,0.27154761904761904
747,128,20143,False,2161,1,0.0
748,143,29119,False,4939,0,0.0
749,131,93293,False,3009,0,0.0
